docid,volid,recordid,author,firstname,inferreddate,birthdate,authgender,enumcron,title
uc2.ark+=13960=t2j679f2j,uc2.ark+=13960=t2j679f2j,007682281,"Osbourne, Lloyd,",Lloyd,1909,,m,<blank>,Infatuation
uc2.ark+=13960=t76t0k91d,uc2.ark+=13960=t76t0k91d,007682466,"Pierson, Clara Dillingham.",Clara Dillingham,1904,,f,<blank>,Tales of a poultry farm
uc2.ark+=13960=t1gh9d91g,uc2.ark+=13960=t1gh9d91g,007682575,"Provost, Maxime.",Maxime,1917,,u,<blank>,My Austrian love
uc2.ark+=13960=t6zw1c762,uc2.ark+=13960=t6zw1c762,007682591,"Purdon, Katherine Frances,",Katherine Frances,1914,,f,<blank>,Candle and crib
uc2.ark+=13960=t5bc3tp5h,uc2.ark+=13960=t5bc3tp5h,007682619,"Raffalovich, George,",George,1908,,m,<blank>,Planetary journeys and earthly sketches
uc2.ark+=13960=t2z31nt40,uc2.ark+=13960=t2z31nt40,007682620,"Raine, William MacLeod,",William MacLeod,1922,,m,<blank>,Man-size
uc2.ark+=13960=t3qv3cb3c,uc2.ark+=13960=t3qv3cb3c,007682671,"Reed, Myrtle,",Myrtle,1904,,f,<blank>,The master's violin
uc2.ark+=13960=t5j961w9x,uc2.ark+=13960=t5j961w9x,007682673,"Reeve, Arthur B.",Arthur B,1911,,m,<blank>,The poisoned pen
uc2.ark+=13960=t6c24r785,uc2.ark+=13960=t6c24r785,007682702,"Rhodes, Eugene Manlove,",Eugene Manlove,1920,,m,<blank>,Bransford of Rainbow Range
uc2.ark+=13960=t1pg1kr87,uc2.ark+=13960=t1pg1kr87,007682785,"Robinson, G. P.",G. P,1921,,u,<blank>,The debt
uc2.ark+=13960=t0ns0p19p,uc2.ark+=13960=t0ns0p19p,007682789,"Robinson, Margaret Blake.",Margaret Blake,1900,,f,<blank>,Souls in pawn
uc2.ark+=13960=t6f18sv6g,uc2.ark+=13960=t6f18sv6g,007682795,"Roche, James Jeffrey,",James Jeffrey,1901,,m,<blank>,Her majesty the king
uc2.ark+=13960=t4wh2gq9f,uc2.ark+=13960=t4wh2gq9f,007682840,"Rosegger, Peter,",Peter,1912,,m,<blank>,The forest farm
uc2.ark+=13960=t3hx1810q,uc2.ark+=13960=t3hx1810q,007682876,"Russell, George William Erskine,",George William Erskine,1903,,m,<blank>,Mr. Woodhouse's correspondence
uc2.ark+=13960=t3804xv8v,uc2.ark+=13960=t3804xv8v,007682966,"Scott, Evelyn,",Evelyn,1922,,f,<blank>,Bewilderment
uc2.ark+=13960=t4jm23s9q,uc2.ark+=13960=t4jm23s9q,007682967,"Scott, Evelyn,",Evelyn,1921,,f,<blank>,The narrow house
uc2.ark+=13960=t90863v6n,uc2.ark+=13960=t90863v6n,007683024,"Sherlock, Charles Reginald,",Charles Reginald,1902,,m,<blank>,The red anvil
uc2.ark+=13960=t76t0kd1r,uc2.ark+=13960=t76t0kd1r,007683031,"Shorter, Dora Sigerson,",Dora Sigerson,1905,,f,<blank>,The country-house party
uc2.ark+=13960=t24b30766,uc2.ark+=13960=t24b30766,007683051,"Sinclair, Francis.",Francis,1905,,m,<blank>,Where the sun sets
nnc1.1002202824,nnc1.1002202824,007683099,"Smith, Ruel Perley.",Ruel Perley,1907,,m,<blank>,Prisoners of fortune
uc2.ark+=13960=t1td9q74t,uc2.ark+=13960=t1td9q74t,007683109,"Snaith, John Collis.",John Collis,1911,,m,<blank>,Henry Northcote
uc2.ark+=13960=t3902253p,uc2.ark+=13960=t3902253p,007683155,"Springer, John M.,",John M,1909,,f,<blank>,Snap shots from sunny Africa
uc2.ark+=13960=t6j09zj6g,uc2.ark+=13960=t6j09zj6g,007683180,"Steevens, G. W.",G. W,1902,,m,<blank>,Monologues of the dead
uc2.ark+=13960=t82j6bz41,uc2.ark+=13960=t82j6bz41,007683188,"Stephens, James,",James,1912,,m,<blank>,"Mary, Mary"
uc2.ark+=13960=t5q815b0c,uc2.ark+=13960=t5q815b0c,007683189,"Stephens, Robert Neilson,",Robert Neilson,1900,,m,<blank>,An enemy to the king
uc2.ark+=13960=t8tb0zf3r,uc2.ark+=13960=t8tb0zf3r,007683220,"Stocking, Charles Francis.",Charles Francis,1918,,m,<blank>,Carmen Ariza
uc2.ark+=13960=t10p0x32f,uc2.ark+=13960=t10p0x32f,007683224,"Stockton, Frank Richard, 1834-1902.",Frank Richard 1834-1902,1901,,m,<blank>,The Squirrel inn
uc2.ark+=13960=t5cc0z06v,uc2.ark+=13960=t5cc0z06v,007683246,"Street, G. S.",G. S,1900,,m,<blank>,The trials of the Bantocks
uc2.ark+=13960=t5w66bj6s,uc2.ark+=13960=t5w66bj6s,007683247,"Streuvels, Stijn,",Stijn,1915,,u,<blank>,The path of life
uc2.ark+=13960=t4dn40738,uc2.ark+=13960=t4dn40738,007683250,"Stringer, Arthur,",Arthur,1909,,m,<blank>,The gun-runner
uc2.ark+=13960=t5p846q7x,uc2.ark+=13960=t5p846q7x,007683275,"Sutcliffe, Halliwell,",Halliwell,1905,,m,<blank>,Red o' the feud
uc2.ark+=13960=t8cf9nb14,uc2.ark+=13960=t8cf9nb14,007683281,"Svensson, Hilda,",Hilda,1913,,f,<blank>,The song of the rose
uc2.ark+=13960=t1kh0h31j,uc2.ark+=13960=t1kh0h31j,007683308,"Tagore, Rabindranath,",Rabindranath,1918,,m,<blank>,"Mashi, and other stories"
uc2.ark+=13960=t1hh6fb5f,uc2.ark+=13960=t1hh6fb5f,007683312,"Tagore, Rabindranath,",Rabindranath,1921,,m,<blank>,The wreck
uc2.ark+=13960=t6348jz1f,uc2.ark+=13960=t6348jz1f,007683451,"Turgenev, Ivan Sergeevich,",Ivan Sergeevich,1914,,m,<blank>,A nest of hereditary legislators
nyp.33433076041858,nyp.33433076041858,007683454,"Turner, George Frederic.",George Frederic,1907,,m,<blank>,Frost and friendship
uc2.ark+=13960=t8x924504,uc2.ark+=13960=t8x924504,007683510,"Vernède, R. E.",R. E,1908,,u,<blank>,The judgement of Illingborough
uc2.ark+=13960=t89g5kb8w,uc2.ark+=13960=t89g5kb8w,007683634,"Westerman, Percy Francis,",Percy Francis,1920,,m,<blank>,The nameless island
uc2.ark+=13960=t3ws8kx37,uc2.ark+=13960=t3ws8kx37,007683640,"Rolt-Wheeler, Ethel.",Ethel,1906,,f,<blank>,Behind the veil
uc2.ark+=13960=t2k64b10s,uc2.ark+=13960=t2k64b10s,007683660,"White, Stewart Edward,",Stewart Edward,1911,,m,<blank>,Rules of the game
uc2.ark+=13960=t6d21v06g,uc2.ark+=13960=t6d21v06g,007683765,"Wood, Michael.",Michael,1915,,m,<blank>,The willow weaver and seven other tales
uva.x000875409,uva.x000875409,007683766,"Wood, Walter,",Walter,1916,,m,<blank>,Survivors' tales of famous crimes
uc2.ark+=13960=t8qb9xt9n,uc2.ark+=13960=t8qb9xt9n,007683795,"Young, Filson,",Filson,1912,,m,<blank>,Titanic
uc2.ark+=13960=t5q81761w,uc2.ark+=13960=t5q81761w,007683796,"Young, Filson,",Filson,1907,,m,<blank>,The Wagner stories
nyp.33433069245805,nyp.33433069245805,007683818,"Carton, Hugh,",Hugh,1914,,m,<blank>,The grand assize
uc2.ark+=13960=t5p844f7h,uc2.ark+=13960=t5p844f7h,007683819,"Paine, Ralph Delahaye,",Ralph Delahaye,1913,,m,<blank>,The adventures of Captain O'Shea
uc2.ark+=13960=t7vm43m6d,uc2.ark+=13960=t7vm43m6d,007683828,"Craig, Florence S.",Florence S,1910,,f,<blank>,The Barnes family
uc2.ark+=13960=t4kk96740,uc2.ark+=13960=t4kk96740,007683853,"Frankau, Julia,",Julia,1909,,f,<blank>,Sebastian
uc2.ark+=13960=t3901zv9x,uc2.ark+=13960=t3901zv9x,007683937,"Lewis, Henry Harrison,",Henry Harrison,1902,,m,<blank>,"Sword and pen, or, A young war correspondent's adventures"
uva.x001687422,uva.x001687422,007683950,"Richmond, Grace Louise Smith,",Grace Louise Smith,1905,,f,<blank>,The indifference of Juliet
uc2.ark+=13960=t2m61c308,uc2.ark+=13960=t2m61c308,007684085,"Oppenheim, James,",James,1912,,m,<blank>,The Olympian;
uc2.ark+=13960=t3dz03h4w,uc2.ark+=13960=t3dz03h4w,007684086,"Bower, B. M.,",B. M,1921,,f,<blank>,Casey Ryan
nyp.33433076039217,nyp.33433076039217,007684089,"Bower, B. M.,",B. M,1912,,f,<blank>,Lonesome land
uc2.ark+=13960=t49p2wq7w,uc2.ark+=13960=t49p2wq7w,007684092,"Wagnalls, Mabel,",Mabel,1918,,f,<blank>,The rose-bush of a thousand years
uc2.ark+=13960=t5r786562,uc2.ark+=13960=t5r786562,007684095,"Seltzer, Charles Alden,",Charles Alden,1915,,m,<blank>,The boss of the Lazy Y
uc2.ark+=13960=t3kw5801j,uc2.ark+=13960=t3kw5801j,007684096,"Seltzer, Charles Alden,",Charles Alden,1912,,m,<blank>,The coming of the law
nyp.33433076082506,nyp.33433076082506,007684101,"MacGowan, Alice,",Alice,1909,,f,<blank>,The wiving of Lance Cleaverage
uc2.ark+=13960=t6ww77s48,uc2.ark+=13960=t6ww77s48,007684116,"McCutcheon, George Barr,",George Barr,1911,,m,<blank>,Her weight in gold
uc2.ark+=13960=t9t14vh71,uc2.ark+=13960=t9t14vh71,007684118,"Gunter, Archibald Clavering,",Archibald Clavering,1902,,m,<blank>,The spy company ;
uva.x002031001,uva.x002031001,007684126,"Dixon, Thomas,",Thomas,1902,,m,<blank>,The leopard's spots
uc2.ark+=13960=t76t0hr4v,uc2.ark+=13960=t76t0hr4v,007684135,"Hyde, Mary Ellen Burke,",Mary Ellen Burke,1914,,f,<blank>,The sins of the fathers
uc2.ark+=13960=t5x63bq3r,uc2.ark+=13960=t5x63bq3r,007684136,"Eager, James Henry Lovell.",James Henry Lovell,1910,,m,<blank>,Courtship under contract
uc2.ark+=13960=t6pz5273m,uc2.ark+=13960=t6pz5273m,007684145,"England, George Allan,",George Allan,1919,,m,<blank>,Cursed
uc2.ark+=13960=t4xg9fs44,uc2.ark+=13960=t4xg9fs44,007684146,"Cameron, Margaret,",Margaret,1909,,f,<blank>,The involuntary chaperon
uc2.ark+=13960=t9k35n80x,uc2.ark+=13960=t9k35n80x,007684151,"Tompkins, Juliet Wilbor,",Juliet Wilbor,1917,,f,<blank>,At the sign of the oldest house;
uc2.ark+=13960=t5w669w0z,uc2.ark+=13960=t5w669w0z,007684157,"Lubbock, Basil,",Basil,1906,,m,<blank>,Jack Derringer
uc2.ark+=13960=t1wd3q91m,uc2.ark+=13960=t1wd3q91m,007684160,"Masters, Edgar Lee,",Edgar Lee,1921,,m,<blank>,Domesday book
uc2.ark+=13960=t3rv0d79h,uc2.ark+=13960=t3rv0d79h,007684203,"Carling, John R.",John R,1903,,m,<blank>,The shadow of the czar
uc1.31158011310967,uc1.31158011310967,007684315,"Mackail, J. W.",J. W,1901,,u,<blank>,Biblia innocentium; part second
uc2.ark+=13960=t5m90596v,uc2.ark+=13960=t5m90596v,007684317,"Mackenzie, Jean Kenyon,",Jean Kenyon,1916,,f,<blank>,Black sheep;
uc2.ark+=13960=t7dr2tf8d,uc2.ark+=13960=t7dr2tf8d,007684412,"Bairnsfather, Bruce,",Bruce,1916,,m,<blank>,Bullets & billets
nyp.33433074939434,nyp.33433074939434,007684437,"Ayscough, John,",John,1918,,m,<blank>,The tideway
uc2.ark+=13960=t6g16mj6x,uc2.ark+=13960=t6g16mj6x,007684445,"Bojer, Johan,",Johan,1919,,m,<blank>,The great hunger
nyp.33433074958707,nyp.33433074958707,007684542,"Deeping, Warwick,",Warwick,1906,,m,<blank>,Bess of the woods
uc2.ark+=13960=t5bc3xt7h,uc2.ark+=13960=t5bc3xt7h,007684560,"Ellison, Wallace.",Wallace,1918,,m,<blank>,Escaped!
uc2.ark+=13960=t4kk98500,uc2.ark+=13960=t4kk98500,007684566,"Cable, Boyd.",Boyd,1918,,m,<blank>,Front lines
uc2.ark+=13960=t0qr4rz3h,uc2.ark+=13960=t0qr4rz3h,007684593,"Aubert de Gaspé, Philippe,",Philippe,1905,,f,<blank>,Cameron of Lochiel
uc2.ark+=13960=t3125v37k,uc2.ark+=13960=t3125v37k,007684610,"Grant, Marjorie.",Marjorie,1918,,f,<blank>,Verdun days in Paris
uc2.ark+=13960=t55d8sg91,uc2.ark+=13960=t55d8sg91,007684626,"Grimmelshausen, Hans Jakob Christoph von,",Hans Jakob Christoph von,1912,,m,<blank>,Simplicissimus the vagabond
uc2.ark+=13960=t0ns0qf9g,uc2.ark+=13960=t0ns0qf9g,007684637,"Harding, John William,",John William,1908,,m,<blank>,"The time, the place and the girl"
uc2.ark+=13960=t1wd3tn77,uc2.ark+=13960=t1wd3tn77,007684645,"Hay, Ian.",Ian,1917,,m,<blank>,Carrying on--after the first hundred thousand
uc2.ark+=13960=t1qf8p532,uc2.ark+=13960=t1qf8p532,007684672,"Holmes, Robert Derby.",Robert Derby,1918,,m,<blank>,A Yankee in the trenches
uc2.ark+=13960=t3qv3gt1x,uc2.ark+=13960=t3qv3gt1x,007684691,"Iogolevitch, Paul.",Paul,1919,,m,<blank>,The young Russian corporal;
nyp.33433074869540,nyp.33433074869540,007684692,"Jacks, L. P.",L. P,1913,,m,<blank>,All men are ghosts
njp.32101073886705,njp.32101073886705,007684712,"Kehler, Henning.",Henning,1922,,u,<blank>,The red garden
uc2.ark+=13960=t4rj4cz58,uc2.ark+=13960=t4rj4cz58,007684718,"King, Basil,",Basil,1904,,m,<blank>,The steps of honor
uc2.ark+=13960=t7br8r429,uc2.ark+=13960=t7br8r429,007684777,"Maxwell-Scott, Mary Monica,",Mary Monica,1908,,f,<blank>,"Madame Elizabeth de France, 1764-1794"
uc2.ark+=13960=t5n876v24,uc2.ark+=13960=t5n876v24,007684806,"Nichols, G. H. F.",G. H. F,1919,,u,<blank>,Pushed and the return push
nyp.33433075747281,nyp.33433075747281,007684825,"Parker, Louis Napoleon,",Louis Napoleon,1911,,m,<blank>,Pomander walk
nyp.33433082015474,nyp.33433082015474,007684928,"Stoll, Albert,",Albert,1909,,m,<blank>,Clever business sketches
uc2.ark+=13960=t6rx9700w,uc2.ark+=13960=t6rx9700w,007684957,"Turquan, Joseph,",Joseph,1909,,m,<blank>,The love affairs of Napoleon
uc2.ark+=13960=t79s1pz90,uc2.ark+=13960=t79s1pz90,007684958,"Tweedale, Violet (Chambers),",Violet Chambers,1919,,f,<blank>,Ghosts I have seen and other psychic experiences
njp.32101072005935,njp.32101072005935,007684975,"Wallace, Elizabeth,",Elizabeth,1911,,f,<blank>,A garden of Paris
uc2.ark+=13960=t9s17xn03,uc2.ark+=13960=t9s17xn03,007684983,"Webb, Mary,",Mary,1917,,f,<blank>,Gone to earth
uc2.ark+=13960=t7kp7zc3h,uc2.ark+=13960=t7kp7zc3h,007684984,"Weindel, Henri de.",Henri de,1909,,m,<blank>,The real Francis-Joseph
loc.ark+=13960=t4pk0xr9b,loc.ark+=13960=t4pk0xr9b,007684985,"Wells, Carolyn.",Carolyn,1907,,f,<blank>,The Emily Emmins papers
nyp.33433071376408,nyp.33433071376408,007684999,"Williams, H. Noel",H. Noel,1906,,m,<blank>,Five fair sisters;
uc2.ark+=13960=t2b858c9p,uc2.ark+=13960=t2b858c9p,007685037,"Agate, James,",James,1919,,m,<blank>,Responsibility;
uc2.ark+=13960=t8ff3ss3x,uc2.ark+=13960=t8ff3ss3x,007685069,"Andrews, Gertrude Nelson.",Gertrude Nelson,1922,,f,<blank>,Finding youth;
uc2.ark+=13960=t7wm19p7f,uc2.ark+=13960=t7wm19p7f,007685124,"Barber, Grace Edson.",Grace Edson,1901,,f,<blank>,Wagner opera stories
uc2.ark+=13960=t8x926j3b,uc2.ark+=13960=t8x926j3b,007685168,"Bell, J. J.",J. J,1909,,m,<blank>,Oh! Christina!
nyp.33433074918610,nyp.33433074918610,007685208,"Adams, Arthur Henry,",Arthur Henry,1904,,m,<blank>,Tussock land;
njp.32101063580136,njp.32101063580136,007685296,"Aminoff, Léonie,",Léonie,1921,,u,<blank>,Revolution
uc2.ark+=13960=t00z75f1g,uc2.ark+=13960=t00z75f1g,007685363,"Arlen, Michael,",Michael,1921,,m,<blank>,The romantic lady
nyp.33433082268347,nyp.33433082268347,007685433,"Bacon, Mary Schell Hoke,",Mary Schell Hoke,1911,,f,<blank>,Operas that every child should know;
uc2.ark+=13960=t46q1zq5s,uc2.ark+=13960=t46q1zq5s,007685549,"Barry, John Arthur,",John Arthur,1905,,m,<blank>,Steve Brown's bunyip
uc1.31378008336466,uc1.31378008336466,007685553,"Bartlett, Thomas Patrick.",Thomas Patrick,1921,,m,<blank>,Confessions of a quack
uc2.ark+=13960=t10p12n34,uc2.ark+=13960=t10p12n34,007685613,"Beerbohm, Max,",Max,1911,,m,<blank>,Zuleika Dobson
uc2.ark+=13960=t6930t006,uc2.ark+=13960=t6930t006,007685615,"Begbie, Harold,",Harold,1912,,m,<blank>,The ordinary man and the extraordinary thing
nyp.33433074928833,nyp.33433074928833,007685647,"Belloc, Hilaire,",Hilaire,1904,,m,<blank>,"Emmanuel Burden, merchant, of Thames St., in the city of London, exporter of hardware"
nyp.33433074928932,nyp.33433074928932,007685655,"Bennett, Arnold,",Arnold,1910,,m,<blank>,Buried alive;
uc2.ark+=13960=t4vh5jc84,uc2.ark+=13960=t4vh5jc84,007685658,"Bennett, Arnold,",Arnold,1911,,m,<blank>,Whom God hath joined
uc2.ark+=13960=t50g3nz6f,uc2.ark+=13960=t50g3nz6f,007685707,"Birmingham, George A.,",George A,1914,,m,<blank>,The lost tribes
uc2.ark+=13960=t7wm18884,uc2.ark+=13960=t7wm18884,007685740,"Bourdillon, Francis William,",Francis William,1921,,m,<blank>,Gerard & Isabel
uc2.ark+=13960=t4zg6n43s,uc2.ark+=13960=t4zg6n43s,007685759,"Brereton, F. S.",F. S,1903,,m,<blank>,In the grip of the mullah;
uc2.ark+=13960=t4hm57b4z,uc2.ark+=13960=t4hm57b4z,007685878,"Bennett, Arnold,",Arnold,1903,,m,<blank>,The gates of wrath
uc2.ark+=13960=t6833t28s,uc2.ark+=13960=t6833t28s,007685880,"Bennett, Arnold,",Arnold,1917,,m,<blank>,"The loot of cities, being the adventures of a millionaire in search of joy (a fantasia);"
uc2.ark+=13960=t88g8mj8t,uc2.ark+=13960=t88g8mj8t,007685882,"Bennett, Arnold,",Arnold,1913,,m,<blank>,The regent;
uc2.ark+=13960=t03x87s3q,uc2.ark+=13960=t03x87s3q,007685969,"Ayscough, John,",John,1917,,m,<blank>,French windows
uc2.ark+=13960=t2w37q53g,uc2.ark+=13960=t2w37q53g,007686352,"Burton, Charles Pierce,",Charles Pierce,1912,,m,<blank>,The boy scouts of Bob's Hill
uc2.ark+=13960=t84j0h099,uc2.ark+=13960=t84j0h099,007686386,"Caffyn, Kathleen Mannington Hunt.",Kathleen Mannington Hunt,1910,,f,<blank>,Dorinda and her daughter
uc2.ark+=13960=t77s7q50d,uc2.ark+=13960=t77s7q50d,007686422,"Cameron, John X.",John X,1909,,m,<blank>,The spell of the bush
uc2.ark+=13960=t2p55jn1s,uc2.ark+=13960=t2p55jn1s,007686524,"Castle, Agnes,",Agnes,1903,,f,<blank>,Incomparable Bellairs
uc2.ark+=13960=t6m04517f,uc2.ark+=13960=t6m04517f,007686539,"Chaplin, Charlie,",Charlie,1916,,m,<blank>,Charlie Chaplin's own story
mdp.39015003451450,mdp.39015003451450,007686551,"Chekhov, Anton Pavlovich,",Anton Pavlovich,1921,,m,<blank>,The party
uc2.ark+=13960=t01z46j2w,uc2.ark+=13960=t01z46j2w,007686699,"Dane, Clemence.",Clemence,1919,,f,<blank>,Legend
uc2.ark+=13960=t0dv1j53t,uc2.ark+=13960=t0dv1j53t,007686725,"Deamer, Dulcie,",Dulcie,1922,,f,<blank>,Revelation
uc2.ark+=13960=t0cv4hm2k,uc2.ark+=13960=t0cv4hm2k,007686731,"Casserly, Gordon.",Gordon,1921,,m,<blank>,The jungle girl
uc2.ark+=13960=t52f7qb22,uc2.ark+=13960=t52f7qb22,007686839,"Clarke, Forester.",Forester,1918,,u,<blank>,The ivory cross
uc2.ark+=13960=t6f191d5f,uc2.ark+=13960=t6f191d5f,007686951,"Cooper, Arthur Nevile.",Arthur Nevile,1907,,m,<blank>,Quaint talks about long walks
njp.32101074161884,njp.32101074161884,007686954,"Cooper, John Butler.",John Butler,1916,,m,<blank>,Coo-oo-ee!
uc2.ark+=13960=t8z896z6s,uc2.ark+=13960=t8z896z6s,007687044,"Craik, Dinah Maria Mulock,",Dinah Maria Mulock,1916,,f,<blank>,The Ogilvies;
uc2.ark+=13960=t4wh2jp9t,uc2.ark+=13960=t4wh2jp9t,007687091,"Crofton, Helen Rose Anne Milman,",Helen Rose Anne Milman,1901,,f,<blank>,From the heart of the rose
uc2.ark+=13960=t27945p24,uc2.ark+=13960=t27945p24,007687108,"Cronin, Bernard.",Bernard,1920,,m,<blank>,Timber wolves
uc2.ark+=13960=t4vh5jc65,uc2.ark+=13960=t4vh5jc65,007687125,"Cumberland, Gerald,",Gerald,1921,,m,<blank>,The poisoner
uc2.ark+=13960=t9d50n519,uc2.ark+=13960=t9d50n519,007687201,"Davies, W. H.",W. H,1909,,m,<blank>,Beggars
uc2.ark+=13960=t4nk3dm0t,uc2.ark+=13960=t4nk3dm0t,007687243,"Debenham, Mary H.",Mary H,1921,,f,<blank>,Patteson of the isles
uc2.ark+=13960=t48p6126r,uc2.ark+=13960=t48p6126r,007687492,"Dorrington, Albert.",Albert,1911,,m,<blank>,Children of the cloven hoof
uc2.ark+=13960=t24b32b2f,uc2.ark+=13960=t24b32b2f,007687494,"Doudy, Jane Sarah Staines.",Jane Sarah Staines,1909,,f,<blank>,Growing towards the light
uc2.ark+=13960=t9w09101n,uc2.ark+=13960=t9w09101n,007687717,"Evans, Caradoc,",Caradoc,1915,,m,<blank>,My people;
uc2.ark+=13960=t0xp7069r,uc2.ark+=13960=t0xp7069r,007687763,"Farley, Anthony.",Anthony,1917,,m,<blank>,Letters to my nephew
uc2.ark+=13960=t1pg1p72v,uc2.ark+=13960=t1pg1p72v,007687811,"Fielding, Sydney Glanville.",Sydney Glanville,1900,,m,<blank>,Down to the sea in ships
uc2.ark+=13960=t5w66gn0w,uc2.ark+=13960=t5w66gn0w,007687812,"Fielding, Sydney Glanville.",Sydney Glanville,1902,,m,<blank>,The new vicar of Wakefield
uc2.ark+=13960=t2t43qb7v,uc2.ark+=13960=t2t43qb7v,007687834,"Fisher, Thistle Anderson.",Thistle Anderson,1908,,m,<blank>,"Dives' wife, and other fragments"
uc2.ark+=13960=t2c829n7w,uc2.ark+=13960=t2c829n7w,007687840,"Fittis, Robert Scott,",Robert Scott,1906,,m,<blank>,The mosstrooper
njp.32101063690893,njp.32101063690893,007687894,"Fowler, Ellen Thorneycroft,",Ellen Thorneycroft,1900,,f,<blank>,The Farringdons
nyp.33433081779088,nyp.33433081779088,007687900,"Freeman, Lewis R.",Lewis R,1921,,m,<blank>,Down the Columbia
uc2.ark+=13960=t75t3kk1t,uc2.ark+=13960=t75t3kk1t,007687902,"Frenssen, Gustav,",Gustav,1908,,m,<blank>,Peter Moor's journey to Southwest Africa
njp.32101072859349,njp.32101072859349,007687929,"Gide, André,",André,1919,,u,<blank>,Prometheus illbound
uc2.ark+=13960=t8v984x90,uc2.ark+=13960=t8v984x90,007687946,"Glyn, Elinor,",Elinor,1913,,f,<blank>,The point of view
uc2.ark+=13960=t4cn73z66,uc2.ark+=13960=t4cn73z66,007687956,"Gould, Nat.",Nat,1918,,m,<blank>,The rider in khaki;
uc2.ark+=13960=t3st7kq42,uc2.ark+=13960=t3st7kq42,007687957,"Gourmont, Remy de,",Remy de,1912,,u,<blank>,A night in the Luxembourg
uc2.ark+=13960=t07w6d874,uc2.ark+=13960=t07w6d874,007688055,"Foskett, Edward.",Edward,1900,,m,<blank>,"Hugh Trebarwith, a Cornish romance"
uc2.ark+=13960=t4gm86m5f,uc2.ark+=13960=t4gm86m5f,007688214,"Gibson, Ashley.",Ashley,1914,,m,<blank>,"The twilight drummers, and other sketches"
uc2.ark+=13960=t6b27vv1x,uc2.ark+=13960=t6b27vv1x,007688251,"Glyn, Elinor,",Elinor,1916,,f,<blank>,The career of Katherine Bush
uc2.ark+=13960=t3mw2f43j,uc2.ark+=13960=t3mw2f43j,007688252,"Glyn, Elinor,",Elinor,1901,,f,<blank>,The letters of her mother to Elizabeth
uc2.ark+=13960=t1vd6w348,uc2.ark+=13960=t1vd6w348,007688300,"Gorky, Maksim,",Maksim,1901,,m,<blank>,Foma Gordeyev
uc2.ark+=13960=t7br8sp0x,uc2.ark+=13960=t7br8sp0x,007688310,"Gould, Nat.",Nat,1918,,m,<blank>,Fast as the wind;
uc2.ark+=13960=t75t3n43s,uc2.ark+=13960=t75t3n43s,007688312,"Gould, Nat.",Nat,1901,,m,<blank>,Settling day
uc2.ark+=13960=t9c53mc0x,uc2.ark+=13960=t9c53mc0x,007688336,"Grant Watson, Elliot L.",Elliot L,1922,,m,<blank>,Shadow and sunlight
uc2.ark+=13960=t6g160t62,uc2.ark+=13960=t6g160t62,007688419,"Grier, Sydney C.,",Sydney C,1912,,m,<blank>,The advanced-guard
uc2.ark+=13960=t1bk1cf94,uc2.ark+=13960=t1bk1cf94,007688420,"Grier, Sydney C.,",Sydney C,1916,,m,<blank>,England hath need of thee
uc2.ark+=13960=t0ms3rr9r,uc2.ark+=13960=t0ms3rr9r,007688534,"Hallström, Per,",Per,1922,,u,<blank>,Per Hallström
uc2.ark+=13960=t8ff3sn34,uc2.ark+=13960=t8ff3sn34,007688608,"Hawkes, Wells.",Wells,1904,,u,<blank>,Red wagon stories;
uc2.ark+=13960=t29887k89,uc2.ark+=13960=t29887k89,007688714,"Hudson, Stephen,",Stephen,1921,,m,<blank>,Elinor Colhouse
loc.ark+=13960=t4bp0bw2n,loc.ark+=13960=t4bp0bw2n,007688734,"Hutchins, Frank.",Frank,1921,,m,<blank>,Virginia: the Old Dominion
uc2.ark+=13960=t0zp42809,uc2.ark+=13960=t0zp42809,007688789,"Harris, Albert Wadsworth,",Albert Wadsworth,1911,,m,<blank>,The cruise of a schooner
uc2.ark+=13960=t83j3g41n,uc2.ark+=13960=t83j3g41n,007688961,"Hicks, William Robert,",William Robert,1903,,m,<blank>,Tales and sayings
uc2.ark+=13960=t5q819j16,uc2.ark+=13960=t5q819j16,007689255,"Hunter, C. B.",C. B,1907,,u,<blank>,The eloping Maharani
uc2.ark+=13960=t26974j18,uc2.ark+=13960=t26974j18,007689269,"Hutchinson, Horace G.",Horace G,1915,,m,<blank>,The Faun and the philosopher;
uc2.ark+=13960=t3cz3760d,uc2.ark+=13960=t3cz3760d,007689285,"Hyatt, Stanley Portal,",Stanley Portal,1914,,m,<blank>,The black pearl of Peihoo
uc2.ark+=13960=t7wm1925d,uc2.ark+=13960=t7wm1925d,007689286,"Hyatt, Stanley Portal,",Stanley Portal,1913,,m,<blank>,The way of the Cardines
uc2.ark+=13960=t1sf2sd86,uc2.ark+=13960=t1sf2sd86,007689396,"Jeffery, Walter,",Walter,1903,,m,<blank>,The King's yard;
uc2.ark+=13960=t6vx0bm92,uc2.ark+=13960=t6vx0bm92,007689514,"Lane, John,",John,1910,,f,<blank>,According to Maria
